card_3,card_4,card_2,carvalue,debtinc,reason_2,commutetime,hourstv,age,creddebt,lncreddebt,ed,lncardmon,lnothdebt,card_5,othdebt,lncardten,lntollmon,lnequipmon,lntollten,pets_dogs,reside,spoused,card2_3,lnequipten,lnwiremon,gender_1,card2_2,pets_cats,cartype_0,lnwireten,townsize_3.0,cardtype_3,card2benefit_4,card2benefit_3,card2benefit_2,commutewalk_1,homeown_1,spousedcat_2,polparty_1,cardtenure_23,ownpc_1,commutecar_1,jobsat_4,wiremon,owngame_1,region_5,vote_1,region_3,carbought_0,union_1,carbought_1,cardbenefit_2,card2type_4,address_22,commutebus_1,active_1,jobsat_3,card2fee_1,jobsat_5,forward_1,Total_spent
0,0,1,26.2,6,0,31,20,66,0.8844,-0.12284583,14,2.756840365,0.562810679,0,1.7556,6.989335266,3.695110004,3.599725167,7.998872886,0,2,17,1,6.747846135,3.604226267,0,0,0,1,6.808150954,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,424.8362112
0,0,0,7.9,4.7,0,28,23,21,0.64296,-0.441672765,9,2.909081993,-1.594352275,0,0.20304,6.429558117,3.242726692,3.599725167,6.585937264,0,5,12,0,6.747846135,3.604226267,1,0,0,1,6.808150954,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,499.7663508
1,0,0,13.8,2.5,0,29,22,28,0.3915,-0.937769764,13,2.909081993,-1.025826619,0,0.3585,6.429558117,3.242726692,3.220873828,6.585937264,0,6,13,0,5.322278004,3.604226267,0,0,0,0,6.808150954,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,318.1091664
1,0,0,24,7.5,0,20,22,41,0.616875,-0.483088869,11,3.068052935,0.697201451,0,2.008125,7.258412151,3.401197382,3.599725167,7.619675145,0,3,12,0,6.747846135,3.620332912,0,0,0,1,7.858640656,0,0,0,0,1,0,1,1,0,1,1,1,0,37.35,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,342.058831
0,1,0,9,3.4,0,32,16,27,0.343332,-1.06905737,18,2.909081993,-0.904688301,0,0.404668,6.429558117,3.242726692,3.072693315,6.585937264,0,6,14,0,5.282695986,3.604226267,1,0,1,0,6.808150954,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,244.0799204
1,0,0,16.4,14.9,0,29,23,38,1.38272,0.324052574,13,2.014903021,1.219436621,0,3.38528,4.941642423,3.32323584,3.599725167,6.402746041,2,1,-1,0,6.747846135,3.604226267,0,0,3,1,6.808150954,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,416.8230619
1,0,0,13,8.6,0,26,23,18,0.994934,-0.005078876,13,2.772588722,-0.01707902,0,0.983066,4.86753445,2.833213344,3.587676949,4.783316371,1,2,-1,0,5.230841201,3.133317937,0,1,0,1,4.957234517,0,0,1,0,0,1,1,0,1,0,1,1,0,22.95,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,275.5316401
0,0,0,35.4,12.4,0,30,21,67,2.521168,0.924722286,18,2.909081993,1.7767866,0,5.910832,6.429558117,3.242726692,3.599725167,6.585937264,0,1,-1,0,6.747846135,3.326832966,0,0,3,1,6.99205047,0,0,1,0,0,0,1,0,0,0,1,0,0,27.85,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,754.4542266
1,0,0,-1,20,0,23,20,71,14.28,2.658859957,9,3.146305132,3.031099417,0,20.72,7.380879036,3.242726692,3.599725167,6.585937264,3,1,-1,0,6.747846135,3.604226267,0,1,0,0,6.808150954,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,509.22593
0,1,0,28.1,7.1,0,29,13,37,1.03518,0.034575325,16,4.02087741,1.0291979,0,2.79882,7.237059026,3.998200702,4.127940512,7.254460692,0,2,16,1,7.333349758,4.223177434,1,0,0,0,7.422014999,0,1,0,1,0,0,1,0,0,0,1,1,0,68.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,500.4083893
0,1,0,29.4,2.8,0,23,13,45,0.2926,-1.22894879,16,3.392829132,0.221061385,0,1.2474,7.189167738,3.242726692,3.165475048,6.585937264,0,2,17,0,7.002656284,3.604226267,0,0,1,1,6.808150954,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,277.2558416
1,0,0,17,1.4,0,30,20,65,0.19026,-1.659363721,11,2.909081993,-1.470807044,0,0.22974,6.429558117,2.772588722,3.599725167,5.598792261,0,1,-1,0,6.747846135,3.604226267,0,1,0,1,6.808150954,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,255.1412295
0,0,0,19.1,6.7,0,23,23,22,0.488095,-0.71724522,14,2.909081993,0.4630451,0,1.588905,6.429558117,3.242726692,3.599725167,6.585937264,0,4,-1,0,6.747846135,3.604226267,0,0,0,0,6.808150954,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,703.2483055
0,0,0,53.2,2.3,0,13,16,65,0.220685,-1.511018934,21,3.548179572,0.675143584,0,1.964315,7.316548177,3.701301974,3.599725167,7.485098714,1,1,-1,0,6.747846135,4.010962953,0,0,2,0,7.810048501,0,1,0,0,0,0,1,0,0,0,1,0,0,55.2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,671.4295352
0,0,1,20.9,2,0,24,24,58,0.18232,-1.701991894,15,2.909081993,-0.389080079,0,0.67768,6.429558117,3.242726692,3.708682081,6.585937264,0,1,-1,1,7.776325275,3.604226267,1,0,3,1,6.808150954,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,325.2388636
0,0,0,30.8,12.7,0,28,19,62,3.998214,1.385847761,15,3.610917913,1.477912735,0,4.383786,7.787382026,2.917770732,3.599725167,7.086277963,0,1,-1,1,6.747846135,3.604226267,0,0,0,1,6.808150954,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,687.5678865
0,1,0,17.5,5.3,1,30,21,25,0.1272,-2.061994628,11,2.957511061,0.450310996,0,1.5688,6.336825731,3.401197382,3.599725167,6.766018889,0,5,10,0,6.747846135,3.46885603,1,1,1,0,6.743057507,1,0,1,0,0,0,0,0,0,0,1,0,0,32.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,384.9624849
0,0,0,80.6,16.6,0,34,17,46,3.725704,1.315255827,12,2.691243083,2.82484288,0,16.858296,6.29156914,2.833213344,3.599725167,6.401253627,1,1,-1,1,6.747846135,3.604226267,0,0,1,0,6.808150954,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,888.4124896
0,0,1,35.9,6.8,0,17,23,46,1.836544,0.607885545,15,2.909081993,0.922454099,0,2.515456,6.429558117,3.242726692,3.226843995,6.585937264,2,1,-1,0,5.853781692,3.604226267,0,0,0,0,6.808150954,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,394.9135593
0,0,1,11.5,10.6,0,35,25,33,0.86072,-0.149986031,14,2.909081993,0.745398016,0,2.10728,6.429558117,2.862200881,3.599725167,5.607822084,0,1,-1,1,6.747846135,3.604226267,1,0,0,0,6.808150954,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,378.8765484
0,0,0,19.1,13.1,0,22,24,61,0.591072,-0.525817442,17,2.564949357,1.739927082,0,5.696928,6.70930434,2.803360381,3.599725167,6.844655722,2,2,12,1,6.747846135,3.604226267,0,0,0,1,6.808150954,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,644.0459348
0,0,0,47.3,7.5,0,15,21,71,0.9333,-0.069028586,16,2.833213344,1.904596962,0,6.7167,6.946975992,3.242726692,3.599725167,6.585937264,0,2,14,0,6.747846135,3.604226267,1,1,0,0,6.808150954,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,713.9214889
0,1,0,22.2,6.1,0,19,27,19,1.126548,0.11915809,14,2.327277706,0.067146368,0,1.069452,5.272999559,3.604138226,3.599725167,6.444131257,0,1,-1,0,6.747846135,3.46885603,0,0,3,1,6.382915244,0,1,0,0,0,1,1,0,0,0,1,1,0,32.1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,387.8407646
1,0,0,10.6,14.6,0,27,23,24,1.188148,0.172395792,14,2.803360381,0.958526894,0,2.607852,6.253828812,3.242726692,3.599725167,6.585937264,0,3,-1,0,6.747846135,3.604226267,1,0,1,1,6.808150954,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,365.3732675
0,0,1,14.3,10.5,0,23,9,23,1.33287,0.287334512,15,2.351375257,-0.023135575,0,0.97713,2.48490665,2.724579503,3.532225644,2.784526946,0,5,14,0,3.532225644,2.806811271,1,0,1,1,3.039749159,0,1,0,1,0,0,0,1,0,0,0,1,0,14.9,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,233.0320058
1,0,0,-1,8.1,0,22,15,54,0.745605,-0.29355931,14,2.957511061,0.73687455,0,2.089395,7.043159916,3.834061464,3.599725167,7.851797355,1,1,-1,0,6.747846135,3.372454913,0,0,1,0,7.482681828,0,1,1,0,0,0,0,0,0,0,0,0,0,29.15,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,360.1874149
0,0,0,21.5,11.7,0,36,21,70,2.086695,0.735581475,14,2.302585093,2.09091361,0,8.092305,6.194405391,3.242726692,3.599725167,6.585937264,1,2,13,0,6.747846135,3.604226267,0,0,0,0,6.808150954,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,826.170074
1,0,0,9.4,7.8,0,19,26,19,0.08151,-2.507029567,12,2.909081993,0.336822175,0,1.40049,6.429558117,3.242726692,3.599725167,6.585937264,0,1,-1,0,6.747846135,3.604226267,1,1,0,1,6.808150954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,264.0695571
1,0,0,10.4,9.6,0,22,27,44,1.053888,0.052486183,8,2.909081993,0.056486188,0,1.058112,6.429558117,3.242726692,3.599725167,6.585937264,0,2,9,0,6.747846135,3.604226267,0,0,0,1,6.808150954,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,375.914365
0,0,1,7.5,5.4,0,21,20,79,0.26568,-1.325462702,11,4.170533701,-0.961497325,0,0.38232,8.39215092,3.772760938,3.989909544,8.026055809,0,2,11,1,8.274854079,3.844814256,0,0,2,1,8.104673256,1,1,0,1,0,1,0,0,0,0,1,0,0,46.75,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,290.2387466
0,0,1,59.7,2.4,0,23,22,62,0.375624,-0.979166636,8,2.983153491,0.827842396,0,2.288376,7.003065459,3.341093458,3.599725167,7.336220511,2,2,8,1,6.747846135,3.604226267,1,0,0,0,6.808150954,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,408.9401261
0,0,1,25.8,11.4,0,38,21,35,0.592116,-0.524052717,14,2.772588722,1.695594324,0,5.449884,6.613384218,3.242726692,3.599725167,6.585937264,0,1,-1,1,6.747846135,3.604226267,1,0,0,0,6.808150954,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,378.4242838
0,1,0,21.4,8.5,0,25,18,41,0.32164,-1.134322371,13,2.909081993,1.229160904,0,3.41836,6.429558117,3.242726692,3.599725167,6.585937264,0,1,-1,0,6.747846135,3.604226267,0,1,0,0,6.808150954,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,381.628924
1,0,0,10.8,14.2,0,31,19,69,1.35894,0.306704984,15,2.772588722,0.568184684,0,1.76506,7.007600614,3.242726692,3.457892725,6.585937264,1,2,14,0,7.649001909,3.604226267,0,0,0,0,6.808150954,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,310.0440906
1,0,0,19.4,5.3,0,20,23,20,0.665574,-0.407105453,15,3.17805383,0.444958861,0,1.560426,5.940171253,3.32323584,3.599725167,6.13176982,0,4,14,0,6.747846135,3.604226267,1,1,0,1,6.808150954,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,381.7202711
0,0,1,9,12.3,0,28,26,76,0.46494,-0.765846914,15,3.36729583,0.559078501,0,1.74906,7.588323677,3.242726692,3.640214282,6.585937264,0,2,15,1,7.9072284,3.604226267,1,0,2,1,6.808150954,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,272.4627659
0,1,0,56.8,18.7,0,21,19,65,0.889746,-0.11681925,16,2.463853241,3.087593513,0,21.924254,6.639875834,3.157000421,3.6558396,7.394923254,0,3,15,0,7.844358312,4.105943698,0,1,0,0,8.265688745,0,1,1,0,0,1,1,0,1,0,1,1,0,60.7,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,382.7644188
1,0,0,11.7,11.9,0,22,21,34,0.778379,-0.250541727,15,2.909081993,1.06836646,0,2.910621,6.429558117,3.044522438,3.36729583,6.731495314,1,1,-1,0,6.958923566,3.604226267,1,1,1,0,6.808150954,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,269.8392569
0,0,0,89.7,16.6,0,22,18,63,8.13732,2.096460887,13,4.002777369,3.180802495,0,24.06426,7.930206207,3.242726692,3.599725167,6.585937264,1,2,16,0,6.747846135,3.604226267,0,0,0,0,6.808150954,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1223.935049
0,0,0,5.5,16.4,0,28,14,65,0.37228,-0.98810902,15,2.505525937,0.237220011,1,1.26772,6.572282543,3.242726692,3.618993327,6.585937264,0,2,13,0,7.749624143,3.465735903,0,1,2,1,7.581184329,1,0,0,0,0,0,1,1,0,0,1,1,0,32,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,245.415343
0,0,0,30.2,6.1,1,29,19,69,1.847995,0.614101268,15,2.876385516,0.957434595,0,2.605005,6.887552572,3.576550269,3.861781789,7.605566566,0,1,-1,0,7.895696681,3.932805545,1,0,0,0,7.914782109,0,0,0,0,1,0,1,0,0,0,1,0,0,51.05,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1081.484393
0,1,0,16.5,8.2,0,24,20,79,1.417944,0.349207935,13,2.803360381,0.253134105,0,1.288056,7.090076836,3.676300672,3.599725167,7.983440063,0,1,-1,0,6.747846135,3.604226267,1,0,1,1,6.808150954,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,390.0272696
0,0,0,16.9,9.5,0,32,24,34,1.793505,0.584171806,19,2.909081993,-0.039265914,0,0.961495,6.429558117,3.242726692,3.599725167,6.585937264,0,3,17,0,6.747846135,3.604226267,1,1,0,0,6.808150954,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,578.8380973
1,0,0,15,13.6,0,23,20,50,1.213664,0.193643883,9,2.909081993,0.649370826,0,1.914336,6.429558117,2.397895273,3.599725167,5.817259958,0,1,-1,0,6.747846135,3.604226267,0,1,0,0,6.808150954,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,296.0352559
1,0,0,82.5,12.9,0,34,15,49,10.249824,2.327260535,16,2.197224577,2.666476257,0,14.389176,6.380122537,4.034240638,3.599725167,8.2608935,0,2,18,0,6.747846135,3.604226267,0,0,2,0,6.808150954,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,787.1645593
0,0,0,-1,8.9,0,25,16,58,1.541124,0.43251202,18,3.725693427,2.513079055,0,12.342876,7.946263644,3.789855371,3.599725167,8.036929103,2,1,-1,0,6.747846135,3.604226267,0,0,0,0,6.808150954,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,971.8582285
0,0,0,59.5,16.8,0,27,18,59,14.2803584,2.65891009,15,3.218875825,1.968227259,0,7.157976,7.377758908,3.630985476,3.653252276,7.842023444,1,1,-1,0,7.812196077,3.60004824,0,0,0,1,7.743573211,0,1,1,0,0,1,1,0,0,0,1,0,0,36.6,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,974.36414
0,0,1,33.1,6.5,0,28,13,43,1.886885,0.634927321,12,3.044522438,1.137228653,0,3.118115,6.272877007,3.032546247,3.421000009,6.305179797,0,5,-1,1,6.601230119,3.133317937,0,0,0,1,6.260154913,1,0,0,0,1,0,0,0,0,0,1,1,1,22.95,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,310.7653759
0,0,1,6.7,8.4,0,24,21,25,0.261324,-1.341994262,17,2.909081993,0.15415868,0,1.166676,6.429558117,3.242726692,3.599725167,6.585937264,2,4,16,1,6.747846135,3.604226267,0,0,1,1,6.808150954,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,335.938244
0,1,0,9.2,2.6,0,22,19,39,0.14105,-1.958640842,21,3.725693427,-0.262729331,0,0.76895,4.382026635,3.277144733,3.599725167,4.466482666,0,1,-1,0,6.747846135,3.38269391,1,0,0,1,3.70745584,0,0,0,0,0,0,1,0,1,0,1,1,0,29.45,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,246.0282059
1,0,0,-1,9,0,24,22,32,1.20528,0.186711905,16,1.658228077,-0.046337175,0,0.95472,3.912023005,3.242726692,3.599725167,6.585937264,3,5,13,0,6.747846135,3.355153443,1,1,0,0,5.874509294,1,0,0,1,0,0,1,1,1,0,1,0,0,28.65,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,266.4144466
1,0,0,24.1,4.1,0,28,15,70,1.04058,0.03977825,19,2.788092909,0.350248337,0,1.41942,6.779921907,3.242726692,3.599725167,6.585937264,0,1,-1,0,6.747846135,3.604226267,0,0,1,1,6.808150954,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,420.8784773
0,1,0,23.1,3.7,0,25,12,36,0.532504,-0.63016487,18,2.621038824,0.43145509,0,1.539496,3.912023005,3.242726692,3.599725167,6.585937264,0,3,-1,1,6.747846135,3.604226267,1,0,3,1,6.808150954,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,405.3528538
0,0,1,-1,21.3,0,25,23,31,2.165358,0.772585706,8,2.909081993,1.005634786,0,2.733642,6.429558117,3.242726692,3.599725167,6.585937264,0,2,-1,0,6.747846135,3.604226267,0,0,1,0,6.808150954,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,389.2427161
0,0,0,6.6,11.3,1,23,22,23,0.383296,-0.958947742,18,2.944438979,0.353964073,0,1.424704,3.912023005,3.242726692,3.482777369,6.585937264,0,2,-1,1,4.78122213,3.604226267,1,0,0,1,6.808150954,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,729.6371207
0,1,0,17.2,2,0,15,16,44,0.37604,-0.978059758,10,3.349904087,-1.190859165,0,0.30396,6.282266747,3.079613758,3.150596984,6.115671351,0,1,-1,0,6.176698525,3.604226267,0,1,0,0,6.808150954,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,169.1312648
1,0,0,11.6,19.5,0,24,21,31,2.60091,0.955861384,14,2.909081993,0.903849662,0,2.46909,6.429558117,3.242726692,3.599725167,6.585937264,0,1,-1,0,6.747846135,3.604226267,1,0,2,1,6.808150954,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,341.6841654
0,1,0,30.8,11.7,0,30,20,45,2.195154,0.786252204,18,2.656756907,1.387754794,0,4.005846,5.480638923,2.917770732,3.599725167,5.846149716,1,2,19,0,6.747846135,3.604226267,1,1,0,0,6.808150954,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,345.5346075
0,0,1,10.3,3.2,0,34,25,21,0.165984,-1.795863881,16,2.656756907,-0.68118699,0,0.506016,5.828945618,3.135494216,3.599725167,6.270421163,0,2,12,1,6.747846135,3.449987546,1,0,0,0,6.568709734,1,0,0,1,0,0,1,1,0,0,0,1,0,31.5,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,235.5124583
1,0,0,-1,2.2,0,13,25,50,0.124608,-2.082582469,16,2.691243083,-0.071075038,0,0.931392,6.43775165,3.358637767,3.599725167,7.117813591,0,2,19,0,6.747846135,3.695110004,1,1,0,0,7.498232765,0,0,0,0,0,0,1,0,1,0,1,0,0,40.25,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,250.5035104
0,0,1,-1,5.5,0,21,14,38,0.67298,-0.396039667,16,2.957511061,0.618973052,0,1.85702,7.200424893,3.242726692,3.599725167,6.585937264,3,1,-1,1,6.747846135,3.604226267,1,0,0,0,6.808150954,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,335.6170689
1,0,0,-1,4.2,0,19,0,71,0.100548,-2.297120054,14,2.277267285,-1.282107334,0,0.277452,6.272877007,3.242726692,3.599725167,6.585937264,1,1,-1,0,6.747846135,3.604226267,1,1,0,0,6.808150954,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,182.4380301
0,0,0,-1,29.2,0,14,15,36,8.152248,2.098293717,17,3.305053521,2.126295547,0,8.383752,7.45007957,3.688879454,3.726897521,7.898745237,0,4,14,0,7.952228122,3.604226267,0,0,0,0,6.808150954,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,724.8353577
1,0,0,24.9,13.8,0,19,21,76,3.795966,1.333938924,13,2.756840365,1.257902311,0,3.518034,6.980075941,3.242726692,3.599725167,6.585937264,0,2,11,0,6.747846135,3.604226267,0,0,0,1,6.808150954,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,403.7364171
1,0,0,35,16.8,0,27,13,53,4.232424,1.442774879,8,3.850147602,1.794352105,0,6.015576,7.992944547,3.242726692,3.599725167,6.585937264,0,2,10,0,6.747846135,3.604226267,0,0,0,0,6.808150954,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,488.7938606
0,1,0,22.6,17.2,0,17,31,60,1.634688,0.49145196,10,2.756840365,1.516732976,0,4.557312,6.932447892,3.242726692,3.599725167,6.585937264,1,3,11,0,6.747846135,3.604226267,0,1,2,0,6.808150954,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,350.5711315
0,0,1,22.4,8.7,0,19,18,76,2.029536,0.707807195,16,2.674148649,0.763821837,0,2.146464,6.536691598,3.242726692,3.599725167,6.585937264,0,2,14,0,6.747846135,3.604226267,1,0,0,0,6.808150954,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,349.6853393
1,0,0,17,1.8,0,28,23,52,0.22464,-1.493256158,16,2.583997552,-0.447287603,0,0.63936,5.872117789,3.242726692,3.620332912,6.585937264,0,1,-1,0,7.017819714,3.518980417,0,0,0,1,6.881411304,0,0,0,1,0,0,0,0,0,0,1,1,1,33.75,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,347.0549569
0,0,1,11.1,14.9,0,22,16,27,1.123311,0.116280574,11,2.909081993,0.695987643,0,2.005689,6.429558117,3.242726692,3.599725167,6.585937264,0,4,10,0,6.747846135,3.604226267,1,0,0,1,6.808150954,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,329.125476
0,1,0,6.5,3.6,0,26,27,55,0.18954,-1.663155195,16,3.17805383,-1.048508702,0,0.35046,7.423568444,2.970414466,3.599725167,7.186749723,0,2,13,1,6.747846135,3.604226267,1,0,0,0,6.808150954,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,291.0611387
0,0,0,15.8,6,0,29,18,25,0.5832,-0.539225098,13,2.90416508,0.455397477,0,1.5768,5.720311777,3.146305132,3.599725167,5.936480239,0,6,10,1,6.747846135,3.604226267,1,0,1,0,6.808150954,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,582.4780867
0,1,0,44.3,7,0,29,19,65,2.39148,0.871912421,11,3.044522438,1.121195361,0,3.06852,5.075173815,2.957511061,3.599725167,5.110178924,0,1,-1,1,6.747846135,3.604226267,0,0,1,1,6.808150954,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,401.8604774
0,1,0,32,12.8,0,19,21,72,3.6288,1.288902015,14,2.983153491,1.786947912,0,5.9712,6.558197803,3.518980417,3.599725167,7.173575105,0,4,-1,0,6.747846135,3.604226267,1,0,1,0,6.808150954,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,507.1742223
0,0,0,92.001,5.7,0,38,23,64,1.914003,0.64919686,18,3.267665989,2.613519497,0,13.646997,7.50659178,3.242726692,3.642835516,6.585937264,0,1,-1,0,7.906970715,3.604226267,1,1,0,0,6.808150954,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1097.39049
0,1,0,52.1,3.9,0,32,22,49,0.631098,-0.460294119,13,2.277267285,1.015919573,0,2.761902,6.194405391,3.242726692,3.599725167,6.585937264,0,1,-1,0,6.747846135,3.604226267,1,0,1,0,6.808150954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,487.1454107
0,1,0,6.6,0.7,0,36,14,18,0.034176,-3.376231636,12,2.909081993,-2.168240934,0,0.11429904,6.429558117,3.242726692,3.599725167,6.585937264,1,2,-1,0,6.747846135,3.604226267,0,0,2,0,6.808150954,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,288.7617719
